organism.n.01	substance_meronyms	tissue.n.01
animal.n.01	substance_meronyms	animal_tissue.n.01
horn.n.02	substance_meronyms	bone.n.01
tusk.n.02	substance_meronyms	ivory.n.01
feather.n.01	substance_meronyms	keratin.n.01
feather.n.01	substance_meronyms	melanin.n.01
carapace.n.01	substance_meronyms	shell.n.02
edible_snail.n.01	substance_meronyms	escargot.n.01
whelk.n.02	substance_meronyms	whelk.n.01
periwinkle.n.04	substance_meronyms	periwinkle.n.03
hog.n.03	substance_meronyms	lard.n.01
menhaden.n.01	substance_meronyms	menhaden_oil.n.01
acetate_rayon.n.01	substance_meronyms	cellulose_acetate.n.01
adobe.n.02	substance_meronyms	adobe.n.01
aluminum_foil.n.01	substance_meronyms	aluminum.n.01
aspirin.n.01	substance_meronyms	salicylic_acid.n.01
beam.n.02	substance_meronyms	wood.n.01
belt.n.02	substance_meronyms	belting.n.01
belt.n.01	substance_meronyms	belting.n.01
blackwash.n.02	substance_meronyms	calomel.n.01
blackwash.n.02	substance_meronyms	limewater.n.01
blasting_gelatin.n.01	substance_meronyms	cellulose_nitrate.n.01
blasting_gelatin.n.01	substance_meronyms	nitroglycerin.n.01
brick.n.01	substance_meronyms	clay.n.01
calamine_lotion.n.01	substance_meronyms	hemimorphite.n.01
canvas.n.01	substance_meronyms	hemp.n.01
castor_oil.n.01	substance_meronyms	ricinoleic_acid.n.01
chalk.n.04	substance_meronyms	chalk.n.01
chenille.n.02	substance_meronyms	chenille.n.01
chino.n.01	substance_meronyms	chino.n.02
chopping_block.n.01	substance_meronyms	wood.n.01
coca.n.03	substance_meronyms	cocaine.n.01
compress.n.01	substance_meronyms	fomentation.n.01
cordite.n.01	substance_meronyms	cellulose_nitrate.n.01
cordite.n.01	substance_meronyms	nitroglycerin.n.01
cordite.n.01	substance_meronyms	petrolatum.n.01
corrugated_iron.n.01	substance_meronyms	galvanized_iron.n.01
cotton.n.02	substance_meronyms	cotton.n.01
cowhide.n.03	substance_meronyms	cowhide.n.01
cubeb.n.03	substance_meronyms	cubeb.n.01
diclofenac_potassium.n.01	substance_meronyms	acetic_acid.n.01
diclofenac_sodium.n.01	substance_meronyms	acetic_acid.n.01
diflunisal.n.01	substance_meronyms	salicylic_acid.n.01
dimetapp.n.01	substance_meronyms	brompheniramine_maleate.n.01
dynamite.n.01	substance_meronyms	nitroglycerin.n.01
eiderdown.n.01	substance_meronyms	eiderdown.n.02
emulsion.n.02	substance_meronyms	silver_bromide.n.01
emulsion.n.02	substance_meronyms	silver_nitrate.n.01
enovid.n.01	substance_meronyms	mestranol.n.01
enovid.n.01	substance_meronyms	norethynodrel.n.01
etodolac.n.01	substance_meronyms	acetic_acid.n.01
fabric.n.01	substance_meronyms	warp.n.04
fabric.n.01	substance_meronyms	woof.n.01
fenoprofen.n.01	substance_meronyms	propionic_acid.n.01
firebrick.n.01	substance_meronyms	fireclay.n.01
flurbiprofen.n.01	substance_meronyms	propionic_acid.n.01
furnace_lining.n.01	substance_meronyms	alumina.n.01
furnace_lining.n.01	substance_meronyms	fireclay.n.01
glassware.n.01	substance_meronyms	glass.n.01
gold_foil.n.01	substance_meronyms	gold.n.03
gold_leaf.n.01	substance_meronyms	gold.n.03
ibuprofen.n.01	substance_meronyms	propionic_acid.n.01
ice_cube.n.01	substance_meronyms	ice.n.01
indomethacin.n.01	substance_meronyms	acetic_acid.n.01
joint.n.06	substance_meronyms	cannabis.n.02
kaopectate.n.01	substance_meronyms	china_clay.n.01
kaopectate.n.01	substance_meronyms	pectin.n.01
ketoprofen.n.01	substance_meronyms	propionic_acid.n.01
ketorolac.n.01	substance_meronyms	acetic_acid.n.01
ketorolac_tromethamine.n.01	substance_meronyms	acetic_acid.n.01
linen.n.01	substance_meronyms	flax.n.01
loestrin.n.01	substance_meronyms	estradiol.n.01
loestrin.n.01	substance_meronyms	norethindrone.n.01
lo/ovral.n.01	substance_meronyms	estradiol.n.01
lo/ovral.n.01	substance_meronyms	norgestrel.n.01
macintosh.n.02	substance_meronyms	mackintosh.n.01
maxzide.n.01	substance_meronyms	hydrochlorothiazide.n.01
medicine.n.02	substance_meronyms	physostigmine.n.01
meerschaum.n.02	substance_meronyms	meerschaum.n.01
menthol.n.02	substance_meronyms	menthol.n.01
mentholated_salve.n.01	substance_meronyms	menthol.n.01
micronor.n.01	substance_meronyms	norethindrone.n.01
modicon.n.01	substance_meronyms	estradiol.n.01
modicon.n.01	substance_meronyms	norethindrone.n.01
mothball.n.01	substance_meronyms	camphor.n.01
mothball.n.01	substance_meronyms	naphthalene.n.01
motley.n.02	substance_meronyms	motley.n.03
nabumetone.n.01	substance_meronyms	ketone.n.01
naproxen.n.01	substance_meronyms	propionic_acid.n.01
naproxen_sodium.n.01	substance_meronyms	propionic_acid.n.01
nitrofurantoin.n.01	substance_meronyms	nitrofuran.n.01
nitrospan.n.02	substance_meronyms	nitroglycerin.n.01
nitrous_oxide.n.01	substance_meronyms	ammonium_nitrate.n.01
norinyl.n.01	substance_meronyms	mestranol.n.01
norinyl.n.01	substance_meronyms	norethindrone.n.01
norlestrin.n.01	substance_meronyms	estradiol.n.01
norlestrin.n.01	substance_meronyms	norethindrone.n.01
nor-q-d.n.01	substance_meronyms	norethindrone.n.01
nux_vomica.n.01	substance_meronyms	brucine.n.01
nux_vomica.n.01	substance_meronyms	strychnine.n.01
ointment.n.01	substance_meronyms	lanolin.n.01
olive_drab.n.02	substance_meronyms	olive_drab.n.03
opiate.n.01	substance_meronyms	opium.n.01
ovocon.n.01	substance_meronyms	estradiol.n.01
ovocon.n.01	substance_meronyms	norethindrone.n.01
ovral.n.01	substance_meronyms	estradiol.n.01
ovral.n.01	substance_meronyms	norgestrel.n.01
ovrette.n.01	substance_meronyms	norgestrel.n.01
ovulen.n.01	substance_meronyms	mestranol.n.01
oxaprozin.n.01	substance_meronyms	propionic_acid.n.01
padding.n.01	substance_meronyms	cotton.n.01
padding.n.01	substance_meronyms	kapok.n.01
padding.n.01	substance_meronyms	straw.n.01
paint.n.01	substance_meronyms	pigment.n.01
pavement.n.01	substance_meronyms	paving_stone.n.01
petrolatum_gauze.n.01	substance_meronyms	petrolatum.n.01
pill.n.05	substance_meronyms	progesterone.n.01
plastic_bomb.n.01	substance_meronyms	plastic_explosive.n.01
plate_glass.n.01	substance_meronyms	glass.n.01
pottery.n.01	substance_meronyms	clay.n.01
reserpine.n.01	substance_meronyms	rauwolfia.n.01
road.n.01	substance_meronyms	pavement.n.01
rope.n.01	substance_meronyms	hemp.n.01
rope.n.01	substance_meronyms	jute.n.01
rope.n.01	substance_meronyms	sisal.n.01
sacking.n.01	substance_meronyms	jute.n.01
cling_film.n.01	substance_meronyms	saran.n.01
screen.n.05	substance_meronyms	screening.n.02
sealing_wax.n.01	substance_meronyms	lac.n.01
semiconductor_device.n.01	substance_meronyms	semiconductor.n.01
shellac.n.02	substance_meronyms	lac.n.01
shirt.n.01	substance_meronyms	shirting.n.01
sidewalk.n.01	substance_meronyms	pavement.n.01
snowball.n.04	substance_meronyms	snow.n.02
spindle.n.02	substance_meronyms	wood.n.01
street.n.01	substance_meronyms	pavement.n.01
sulindac.n.01	substance_meronyms	ketone.n.01
sunscreen.n.01	substance_meronyms	para_aminobenzoic_acid.n.01
suture.n.03	substance_meronyms	catgut.n.02
talcum.n.02	substance_meronyms	talc.n.01
tenoretic.n.01	substance_meronyms	atenolol.n.01
tinfoil.n.01	substance_meronyms	tin.n.01
tin_plate.n.01	substance_meronyms	tin.n.02
tinware.n.01	substance_meronyms	tin_plate.n.01
tobacco.n.01	substance_meronyms	common_tobacco.n.01
tobacco.n.01	substance_meronyms	nicotine.n.01
tolmetin_sodium.n.01	substance_meronyms	ketone.n.01
tweed.n.01	substance_meronyms	wool.n.01
tyrothricin.n.01	substance_meronyms	tyrocidine.n.01
viscose_rayon.n.01	substance_meronyms	cellulose_xanthate.n.01
chromatic_color.n.01	substance_meronyms	saturation.n.04
skin.n.01	substance_meronyms	melanin.n.01
hair.n.01	substance_meronyms	keratin.n.01
bone.n.01	substance_meronyms	bone.n.02
bone.n.01	substance_meronyms	collagen.n.01
connective_tissue.n.01	substance_meronyms	collagen.n.01
elastic_tissue.n.01	substance_meronyms	elastin.n.01
cartilage.n.01	substance_meronyms	collagen.n.01
tendon.n.01	substance_meronyms	collagen.n.01
vitreous_humor.n.01	substance_meronyms	hyaluronic_acid.n.01
blood.n.01	substance_meronyms	serum.n.01
serum.n.01	substance_meronyms	opsonin.n.01
serum.n.01	substance_meronyms	serum_albumin.n.01
serum.n.01	substance_meronyms	serum_globulin.n.01
plasma.n.01	substance_meronyms	gamma_globulin.n.01
plasma.n.01	substance_meronyms	plasma_protein.n.01
chyle.n.01	substance_meronyms	lymph.n.01
tear.n.01	substance_meronyms	water.n.01
perspiration.n.01	substance_meronyms	water.n.01
gastric_juice.n.01	substance_meronyms	lipase.n.01
gastric_juice.n.01	substance_meronyms	pepsin.n.01
gastric_juice.n.01	substance_meronyms	rennin.n.01
synovia.n.01	substance_meronyms	hyaluronic_acid.n.01
mucus.n.01	substance_meronyms	mucin.n.01
saliva.n.01	substance_meronyms	ptyalin.n.01
membrane.n.02	substance_meronyms	phospholipid.n.01
