5199	1	21000
3933	1	21000
3392	1	5199
301	1	5199
2827	1	301
96117	1	2827
8823	1	2827
172	1	8823
103460	1	172
90359	1	172
81717	1	172
67836	1	172
33635	1	8823
103041	1	8823
428	1	8823
1315	1	5199
1	1	1315
1	1	172
177	1	172
328	1	172
71136	1	172
864	1	2827
1113	1	1378
1113	1	2201
387	1	1378
1378	1	5199
1296	1	387
31675	1	387
212	1	2827
7531	1	212
11304	1	3933
979	1	11304
5281	1	11304
992	1	3933
105	1	992
252	1	105
507	1	301
1235	1	992
1654	1	992
5024	1	992
108810	1	5024
30755	1	5024
2320	1	11304
620	1	5199
269	1	2320
488	1	3933
543	1	3933
4209	1	543
8075	1	543
978	1	3933
794	1	3933
4237	1	620
50971	1	370
5374	1	370
108964	1	2560
108879	1	770
997	1	370
10086	1	4690
107482	1	370
106186	1	370
103930	1	997
100366	1	997
7070	1	997
73743	1	997
73739	1	997
94767	1	997
370	1	269
61374	1	370
13381	1	370
102616	1	13381
96975	1	13381
12312	1	370
78807	1	12312
13442	1	12312
101064	1	13442
88133	1	13442
87357	1	370
66110	1	13442
12310	1	12312
62318	1	12310
94540	1	12310
38884	1	12310
61696	1	38884
8437	1	370
30451	1	370
102009	1	3996
22797	1	8437
3930	1	269
7379	1	269
7191	1	269
2706	1	269
92693	1	7070
5653	1	269
4590	1	269
35400	1	7070
6895	1	269
21121	1	269
20974	1	269
88432	1	269
72382	1	269
1502	1	269
62849	1	7070
6418	1	269
16339	1	269
15525	1	7070
1223	1	269
49999	1	7070
17388	1	997
68646	1	17388
48357	1	17388
62246	1	997
87941	1	997
84000	1	997
23281	1	997
3904	1	370
105346	1	23281
108084	1	23281
4555	1	3904
79615	1	4555
78684	1	4555
78440	1	4555
89189	1	4555
89237	1	348
61821	1	4555
14102	1	3904
106237	1	14102
89566	1	14102
29419	1	14102
96811	1	29419
29078	1	3904
61499	1	29078
17413	1	4555
78811	1	17413
73955	1	17413
106836	1	3904
91427	1	3904
18932	1	3904
8877	1	3904
36880	1	10081
101478	1	2706
37348	1	2706
85535	1	2706
47307	1	37348
38501	1	2706
47221	1	38501
2824	1	2706
89997	1	2824
61136	1	2824
61160	1	2824
20889	1	2824
73438	1	20889
93433	1	2824
13215	1	2824
108829	1	13215
108826	1	13215
92476	1	13215
89548	1	11913
34956	1	11913
107457	1	34956
63783	1	2824
29087	1	2824
54355	1	15571
91843	1	29087
62374	1	2824
59713	1	2706
43267	1	18932
43267	1	2596
38877	1	18932
83998	1	38877
102308	1	2706
88423	1	2706
89646	1	16339
4545	1	16339
12959	1	4545
56336	1	12959
12014	1	12959
97617	1	12014
91389	1	12959
101531	1	4545
84479	1	4545
88413	1	4545
56669	1	4545
97491	1	997
52600	1	21121
38445	1	2706
61336	1	38445
13443	1	4655
95882	1	4655
62469	1	13443
31419	1	13443
74308	1	31419
36665	1	13443
58354	1	36665
9961	1	997
16609	1	9961
49911	1	16609
44764	1	16609
2132	1	9961
45057	1	2132
102547	1	19546
56420	1	19546
19546	1	2132
103593	1	2132
89269	1	11336
96028	1	2132
95072	1	2132
86270	1	2132
67612	1	2132
39274	1	9961
58282	1	39274
11726	1	269
12904	1	31514
3729	1	11726
87994	1	3729
71085	1	3729
94092	1	14270
38822	1	14270
38822	1	18657
18657	1	3729
99904	1	18657
85318	1	5458
68443	1	2132
42597	1	3729
62333	1	42597
91957	1	12904
22760	1	12904
95580	1	12904
4717	1	22760
106458	1	4717
101553	1	22760
101551	1	4717
101552	1	4717
101550	1	4717
101549	1	2622
101548	1	4717
76367	1	269
73687	1	4717
71819	1	269
67715	1	4717
1727	1	11726
91095	1	20781
36895	1	20781
102284	1	2757
88937	1	3729
