whole.n.02	part_meronyms	part.n.02
whole.n.02	part_meronyms	section.n.04
organism.n.01	part_meronyms	body_part.n.01
organism.n.01	part_meronyms	cell.n.02
cell.n.02	part_meronyms	cell_membrane.n.01
cell.n.02	part_meronyms	cytoplasm.n.01
cell.n.02	part_meronyms	energid.n.01
cell.n.02	part_meronyms	nucleus.n.01
cell.n.02	part_meronyms	organelle.n.01
cell.n.02	part_meronyms	vacuole.n.01
person.n.01	part_meronyms	human_body.n.01
person.n.01	part_meronyms	personality.n.01
animal.n.01	part_meronyms	face.n.07
animal.n.01	part_meronyms	head.n.01
plant.n.02	part_meronyms	hood.n.02
plant.n.02	part_meronyms	plant_part.n.01
food.n.01	part_meronyms	food.n.02
space.n.01	part_meronyms	aerospace.n.01
space.n.01	part_meronyms	location.n.01
bowling.n.03	part_meronyms	roll.n.15
bowling.n.03	part_meronyms	run-up.n.02
landing.n.03	part_meronyms	landing_approach.n.01
musical_performance.n.01	part_meronyms	fingering.n.01
shooting.n.01	part_meronyms	fire_control.n.01
checkup.n.01	part_meronyms	ballistocardiogram.n.01
checkup.n.01	part_meronyms	electrocardiogram.n.01
medical_diagnosis.n.01	part_meronyms	diagnostic_procedure.n.01
cesarean_delivery.n.01	part_meronyms	hysterotomy.n.01
inauguration.n.02	part_meronyms	inaugural_address.n.01
cooking.n.01	part_meronyms	seasoning.n.02
cooking.n.01	part_meronyms	tenderization.n.01
roasting.n.01	part_meronyms	basting.n.02
wash.n.02	part_meronyms	rinse.n.02
walk.n.01	part_meronyms	pace.n.04
journey.n.01	part_meronyms	stage.n.06
seafaring.n.01	part_meronyms	steering.n.03
transportation.n.02	part_meronyms	pickup.n.09
straddle.n.03	part_meronyms	call_option.n.02
straddle.n.03	part_meronyms	put_option.n.02
acrobatics.n.01	part_meronyms	acrobatic_stunt.n.01
handstand.n.01	part_meronyms	kick_up.n.01
skiing.n.01	part_meronyms	traversal.n.01
rowing.n.01	part_meronyms	feather.n.02
wrestling.n.02	part_meronyms	wrestling_hold.n.01
bullfighting.n.01	part_meronyms	moment_of_truth.n.01
charades.n.01	part_meronyms	charade.n.02
twin_bill.n.01	part_meronyms	nightcap.n.03
bowling.n.01	part_meronyms	frame.n.11
lawn_bowling.n.01	part_meronyms	bowl.n.07
lawn_bowling.n.01	part_meronyms	jack.n.05
athletic_game.n.01	part_meronyms	maneuver.n.03
athletic_game.n.01	part_meronyms	overtime.n.02
athletic_game.n.01	part_meronyms	playing_period.n.01
athletic_game.n.01	part_meronyms	regulation_time.n.01
athletic_game.n.01	part_meronyms	time-out.n.01
ice_hockey.n.01	part_meronyms	check.n.12
ice_hockey.n.01	part_meronyms	face-off.n.02
ice_hockey.n.01	part_meronyms	slapshot.n.01
football.n.01	part_meronyms	half.n.02
rugby.n.01	part_meronyms	knock_on.n.01
cricket.n.02	part_meronyms	innings.n.01
cricket.n.02	part_meronyms	snick.n.02
soccer.n.01	part_meronyms	headshot.n.02
basketball.n.01	part_meronyms	basketball_play.n.01
basketball.n.01	part_meronyms	basketball_shot.n.01
basketball.n.01	part_meronyms	half.n.02
basketball.n.01	part_meronyms	rebound.n.03
basketball.n.01	part_meronyms	tip-off.n.02
tennis.n.01	part_meronyms	advantage.n.02
tennis.n.01	part_meronyms	footfault.n.01
tennis.n.01	part_meronyms	return.n.11
tennis.n.01	part_meronyms	service_break.n.01
tennis.n.01	part_meronyms	set_point.n.01
card_game.n.01	part_meronyms	call.n.08
card_game.n.01	part_meronyms	cut.n.15
card_game.n.01	part_meronyms	deal.n.08
card_game.n.01	part_meronyms	discard.n.02
card_game.n.01	part_meronyms	doubling.n.02
card_game.n.01	part_meronyms	lead.n.17
card_game.n.01	part_meronyms	revoke.n.01
card_game.n.01	part_meronyms	shuffle.n.01
bridge.n.05	part_meronyms	bid.n.04
bridge.n.05	part_meronyms	contract.n.02
bridge.n.05	part_meronyms	ruff.n.04
bridge.n.05	part_meronyms	slam.n.01
cribbage.n.01	part_meronyms	crib.n.04
billiards.n.01	part_meronyms	break.n.11
billiards.n.01	part_meronyms	carom.n.02
billiards.n.01	part_meronyms	masse.n.01
billiards.n.01	part_meronyms	miscue.n.01
pool.n.09	part_meronyms	break.n.11
pool.n.09	part_meronyms	carom.n.02
pool.n.09	part_meronyms	masse.n.01
pool.n.09	part_meronyms	miscue.n.01
checkers.n.01	part_meronyms	checkerboard.n.01
chess.n.02	part_meronyms	checkerboard.n.01
chess.n.02	part_meronyms	chess_move.n.01
craps.n.02	part_meronyms	cast.n.07
carnival.n.03	part_meronyms	midway.n.01
rodeo.n.01	part_meronyms	bronco_busting.n.01
rodeo.n.01	part_meronyms	calf_roping.n.01
rodeo.n.01	part_meronyms	steer_roping.n.01
step_dancing.n.01	part_meronyms	dance_step.n.01
ballet.n.01	part_meronyms	act.n.03
ballet.n.01	part_meronyms	pas_de_deux.n.01
ballet.n.01	part_meronyms	pas_de_quatre.n.01
ballet.n.01	part_meronyms	pas_de_trois.n.01
pas_de_deux.n.01	part_meronyms	adagio.n.02
square_dance.n.01	part_meronyms	do-si-do.n.01
square_dance.n.01	part_meronyms	promenade.n.03
square_dance.n.01	part_meronyms	sashay.n.01
square_dance.n.01	part_meronyms	swing.n.09
