31523	5	39544
33048	5	62872
36459	5	46346
36927	5	36924
36927	5	36923
37406	5	39144
37674	5	41512
37875	5	46086
38056	5	38055
38092	5	38093
38336	5	38335
41234	5	42324
42137	5	42131
42398	5	85776
42625	5	42626
42958	5	42959
42985	5	42984
43295	5	44438
43295	5	45147
43295	5	45903
43297	5	43295
43639	5	43638
44085	5	65211
44792	5	44786
45043	5	45039
46518	5	46525
46525	5	46529
46920	5	46923
47188	5	39779
47474	5	39779
47476	5	46899
49378	5	49270
50878	5	21785
50879	5	21795
50891	5	28551
50976	5	50891
50976	5	50981
50976	5	50975
50976	5	51025
50979	5	50977
50981	5	52220
51599	5	51581
51603	5	51602
51742	5	51743
51915	5	97965
51989	5	52610
51993	5	51994
51994	5	52009
51995	5	51981
52164	5	52165
55609	5	55615
57800	5	55668
62755	5	63604
62755	5	63711
62755	5	63714
62758	5	64836
62763	5	63545
62763	5	64736
62763	5	63134
62767	5	64618
62986	5	62985
62988	5	62998
63114	5	90923
63497	5	34431
63504	5	63501
63507	5	64159
63508	5	87203
63509	5	85010
63510	5	87915
63511	5	89287
63512	5	85296
63514	5	86242
63515	5	64507
63516	5	63876
63517	5	64173
63518	5	64150
63520	5	63519
63736	5	63737
63817	5	64487
63819	5	64472
63823	5	64498
63876	5	64497
63876	5	62767
63878	5	64337
63927	5	64834
63972	5	64480
64024	5	65032
64043	5	62983
64043	5	64044
64043	5	65061
64044	5	65161
64160	5	64159
64161	5	64159
64162	5	64159
64163	5	64164
64168	5	87455
64213	5	31787
64214	5	31810
64215	5	31803
64220	5	64221
64290	5	62841
64341	5	95531
64403	5	90586
64403	5	63014
64404	5	90587
64405	5	63937
64406	5	87608
64417	5	88114
64418	5	65070
64420	5	64421
64420	5	65204
64423	5	64422
64449	5	63012
64450	5	64451
64471	5	90797
64485	5	85883
64485	5	64524
64487	5	90798
64503	5	65055
64503	5	63240
64503	5	65057
64503	5	65035
64503	5	65072
64503	5	65073
64504	5	64413
64505	5	65031
64508	5	65019
64508	5	65070
64508	5	63223
64515	5	64516
64618	5	63744
64656	5	64659
64723	5	64939
64723	5	64942
64806	5	64803
64928	5	64930
64941	5	64939
64945	5	87107
64946	5	89295
64947	5	64067
64947	5	65196
64949	5	65118
64958	5	91963
64962	5	91959
64963	5	91961
64964	5	91962
64968	5	91964
64970	5	91965
64982	5	91968
64989	5	91969
64993	5	64079
64996	5	65112
64996	5	65108
64998	5	91970
65006	5	91971
65012	5	64076
65022	5	65222
65022	5	65115
65022	5	65076
65022	5	65129
65023	5	65153
65028	5	64064
65031	5	65112
65031	5	65104
65031	5	65111
65031	5	65115
65036	5	65098
65036	5	65133
65036	5	65224
65036	5	65132
65036	5	65134
65036	5	65135
65040	5	88764
65041	5	88764
65042	5	88765
65043	5	65090
65043	5	65092
65043	5	65120
65043	5	65113
65044	5	65108
65044	5	65114
65044	5	65128
65046	5	65107
65049	5	65137
65052	5	65109
65062	5	65105
65062	5	65129
65211	5	65104
65212	5	65213
65230	5	90922
65234	5	65236
65261	5	65198
71217	5	99886
71817	5	84317
83945	5	66832
84308	5	102457
84617	5	84616
84619	5	84638
84620	5	84644
84666	5	84665
84676	5	84675
84688	5	84722
84688	5	84687
84690	5	84756
84696	5	84695
84709	5	84708
84716	5	84715
84725	5	84724
84749	5	84748
84775	5	84774
84786	5	84785
84787	5	84785
84808	5	84807
84828	5	84825
84879	5	84878
85045	5	85044
85099	5	85098
85122	5	85121
85269	5	85266
85287	5	85286
85299	5	85298
85307	5	85306
85333	5	85332
85338	5	85337
85366	5	85365
85445	5	85443
85916	5	85915
