cause_to_sleep.v.01	causes	sleep.v.01
keep_up.v.05	causes	stay_up.v.01
tense.v.04	causes	tense.v.03
relax.v.04	causes	relax.v.01
cross-fertilize.v.02	causes	cross-fertilize.v.01
propagate.v.07	causes	propagate.v.08
hurt.v.02	causes	ache.v.03
purge.v.07	causes	evacuate.v.05
tire.v.02	causes	tire.v.01
choke.v.04	causes	choke.v.01
resuscitate.v.01	causes	come_to.v.04
exercise.v.03	causes	exercise.v.04
change.v.01	causes	change.v.02
granulate.v.01	causes	granulate.v.02
break_in.v.06	causes	break.v.22
better.v.02	causes	better.v.03
dry.v.01	causes	dry.v.02
strengthen.v.01	causes	strengthen.v.02
weaken.v.01	causes	weaken.v.02
intensify.v.02	causes	intensify.v.03
crack.v.12	causes	crack.v.13
shrink.v.03	causes	shrink.v.04
grow.v.04	causes	grow.v.03
age.v.03	causes	senesce.v.01
ripen.v.01	causes	ripen.v.02
develop.v.12	causes	develop.v.10
develop.v.12	causes	grow.v.02
mellow.v.01	causes	mellow.v.03
soften.v.06	causes	soften.v.07
bulge.v.04	causes	bulge.v.01
swell.v.06	causes	swell.v.03
bilge.v.01	causes	bilge.v.02
polymerize.v.01	causes	polymerize.v.02
mobilize.v.04	causes	move.v.03
discolor.v.02	causes	discolor.v.03
fit.v.04	causes	fit.v.02
widen.v.03	causes	widen.v.01
explode.v.01	causes	detonate.v.02
darken.v.03	causes	darken.v.01
blur.v.05	causes	blur.v.06
focus.v.05	causes	focus.v.04
shorten.v.01	causes	shorten.v.04
broaden.v.01	causes	broaden.v.04
lengthen.v.01	causes	lengthen.v.02
elongate.v.01	causes	stretch.v.04
begin.v.03	causes	begin.v.02
end.v.02	causes	end.v.01
bloat.v.02	causes	bloat.v.01
pasteurize.v.01	causes	condense.v.01
cool.v.01	causes	cool.v.02
heat.v.01	causes	heat.v.04
overheat.v.02	causes	overheat.v.01
boil.v.03	causes	boil.v.01
freeze.v.04	causes	freeze.v.02
convert.v.05	causes	convert.v.03
islamize.v.02	causes	convert.v.03
waste.v.08	causes	emaciate.v.02
sharpen.v.02	causes	sharpen.v.03
even.v.03	causes	even.v.02
stiffen.v.02	causes	stiffen.v.01
loosen.v.01	causes	loosen.v.07
slacken.v.04	causes	slacken.v.03
thin.v.02	causes	thin.v.01
thicken.v.01	causes	thicken.v.02
harden.v.02	causes	harden.v.01
solidify.v.01	causes	solidify.v.02
crystallize.v.03	causes	crystallize.v.04
solvate.v.01	causes	solvate.v.02
dissolve.v.02	causes	dissolve.v.08
empty.v.01	causes	empty.v.02
fill.v.01	causes	fill.v.02
flush.v.07	causes	run.v.06
ferment.v.03	causes	sour.v.01
rush.v.03	causes	rush.v.04
hush.v.02	causes	hush.v.01
morph.v.01	causes	morph.v.02
emulsify.v.01	causes	emulsify.v.02
demulsify.v.01	causes	demulsify.v.02
bubble.v.04	causes	bubble.v.01
pall.v.05	causes	die.v.09
open.v.06	causes	open.v.07
transition.v.01	causes	transition.v.02
hydrolize.v.01	causes	hydrolyze.v.01
click.v.07	causes	understand.v.01
resonate.v.02	causes	understand.v.01
plunge.v.05	causes	steep.v.01
remind.v.01	causes	remember.v.01
decide.v.03	causes	decide.v.01
teach.v.01	causes	learn.v.01
unteach.v.02	causes	unlearn.v.02
suborn.v.03	causes	perjure.v.01
incite.v.02	causes	act.v.01
cheer.v.03	causes	cheer.v.04
convulse.v.01	causes	convulse.v.02
unwrap.v.02	causes	break.v.46
leak.v.01	causes	break.v.46
circulate.v.02	causes	go_around.v.02
air.v.03	causes	air.v.02
drive_in.v.01	causes	score.v.01
fire.v.02	causes	fire.v.05
retire.v.10	causes	move_over.v.01
use.v.01	causes	apply.v.02
drench.v.02	causes	drink.v.01
feed.v.02	causes	eat.v.01
starve.v.03	causes	starve.v.01
drug.v.02	causes	trip.v.05
fell.v.01	causes	descend.v.01
disjoin.v.01	causes	disjoin.v.02
join.v.02	causes	join.v.04
attach.v.01	causes	attach.v.03
kill.v.01	causes	die.v.01
fasten.v.01	causes	fasten.v.02
unfasten.v.01	causes	unfasten.v.02
close.v.01	causes	close.v.02
open.v.01	causes	open.v.03
affix.v.01	causes	adhere.v.06
break.v.04	causes	break.v.42
break_down.v.06	causes	crumble.v.01
percolate.v.04	causes	percolate.v.05
hang.v.02	causes	hang.v.01
seat.v.01	causes	sit.v.01
seat.v.07	causes	sit.v.01
lay.v.02	causes	lie.v.02
stand.v.10	causes	stand.v.01
separate.v.02	causes	separate.v.12
crash.v.09	causes	crash.v.05
poise.v.03	causes	poise.v.04
effect.v.01	causes	happen.v.01
trip.v.04	causes	happen.v.01
fruit.v.01	causes	fruit.v.02
worry.v.03	causes	worry.v.01
affect.v.05	causes	feel.v.01
embitter.v.01	causes	resent.v.01
frighten.v.01	causes	fear.v.02
panic.v.02	causes	panic.v.01
anger.v.01	causes	anger.v.02
combust.v.04	causes	flip_one's_lid.v.01
fret.v.05	causes	fret.v.02
pique.v.01	causes	resent.v.01
fluster.v.02	causes	fluster.v.01
pain.v.02	causes	suffer.v.03
agonize.v.01	causes	agonize.v.02
enrage.v.01	causes	rage.v.03
grieve.v.02	causes	grieve.v.01
elate.v.01	causes	rejoice.v.01
sadden.v.01	causes	sadden.v.02
gladden.v.01	causes	gladden.v.02
lighten.v.01	causes	lighten.v.03
please.v.01	causes	like.v.02
please.v.01	causes	like.v.03
displease.v.01	causes	dislike.v.01
encourage.v.02	causes	hope.v.02
mire.v.02	causes	grind_to_a_halt.v.01
travel.v.03	causes	travel.v.01
fly.v.05	causes	float.v.01
move.v.02	causes	move.v.03
start.v.08	causes	start.v.09
stop.v.05	causes	stop.v.01
tide.v.02	causes	tide.v.03
pulse.v.03	causes	pulsate.v.01
trip.v.02	causes	stumble.v.02
overturn.v.02	causes	overturn.v.01
bundle_off.v.01	causes	leave.v.01
jump.v.11	causes	jump.v.01
lower.v.01	causes	descend.v.01
lift.v.03	causes	rise.v.01
raise.v.02	causes	rise.v.01
raise.v.15	causes	rise.v.15
land.v.02	causes	land.v.01
sink.v.02	causes	sink.v.04
collapse.v.05	causes	collapse.v.01
back.v.04	causes	back.v.02
evacuate.v.03	causes	move.v.04
ground.v.05	causes	ground.v.06
circulate.v.06	causes	circulate.v.04
rotate.v.04	causes	revolve.v.01
pass.v.22	causes	pass.v.01
flow.v.03	causes	run.v.06
pour.v.01	causes	run.v.06
leach.v.01	causes	leach.v.02
slip.v.09	causes	slip.v.05
march.v.02	causes	march.v.03
stampede.v.01	causes	stampede.v.04
pack.v.02	causes	throng.v.01
subject.v.01	causes	experience.v.01
sensitize.v.02	causes	feel.v.03
odorize.v.01	causes	smell.v.02
show.v.04	causes	see.v.01
project.v.04	causes	appear.v.02
produce.v.06	causes	appear.v.02
bethink.v.01	causes	study.v.03
sound.v.06	causes	sound.v.02
ring.v.03	causes	sound.v.02
clink.v.01	causes	tinkle.v.01
season.v.01	causes	taste.v.01
give.v.03	causes	have.v.01
transfer.v.05	causes	change_hands.v.01
bounce.v.06	causes	bounce.v.04
graduate.v.02	causes	graduate.v.01
retire.v.06	causes	retire.v.01
pension_off.v.01	causes	retire.v.01
take_out.v.01	causes	move.v.03
work.v.12	causes	work.v.02
call.v.07	causes	meet.v.07
unionize.v.01	causes	unionize.v.02
direct.v.04	causes	act.v.01
coerce.v.01	causes	act.v.01
compel.v.01	causes	act.v.01
pass.v.16	causes	pass.v.14
rear.v.02	causes	grow_up.v.01
stampede.v.02	causes	stampede.v.03
assemble.v.03	causes	meet.v.07
dovetail.v.01	causes	fit.v.02
break.v.25	causes	break.v.26
orient.v.03	causes	orient.v.01
follow.v.10	causes	follow.v.08
cohere.v.02	causes	cohere.v.03
ignite.v.01	causes	burn.v.03
burn.v.05	causes	burn.v.03
shine.v.07	causes	shine.v.02
